number_of_cpus	wall_clock_time	processors_per_node	cores_per_processor	number_of_nodes	cpu_interconnects	processor	ram_per_cpu	ram_bus_speed	computer_system	operating_system	vendor	mpi_library	shared_or_dedicated	code_version	code_version_number	problem_name	precision	smp_mpp	location	submitted_by	submitted_by_org	date_submitted
4	2802	2	1	2	PathScale InfiniPath/Silverstorm IB switch	AMD Opteron 2.6 GHz	2	0	Microway Navion	Fedora Core 3	PathScale	PathScale MPI	d	LS-DYNA	ls970.5434a	neon_refined	s	m	PathScale Customer Benchmark Center	Kevin Ball	PathScale, Inc.	2005-09-16
4	2803	2	2	1	Voltaire IB 410 HCA PCIe card with firmware v1.2.0 Voltaire ISR9024 SDR 24 port IB switch	Intel 5160 Woodcrest DC 3.0GHz	2	0	Altix XE1200 Compute Cluster	SUSE Linux Enterprise Server 10 (x86_64)	SGI	Intel MPI Runtime v2	d	LS-DYNA	ls970.6763	neon_refined	s	m	Chippewa Falls, WI	Scott Shaw	Application Engineering	2007-02-13
512	2823	2	8	32	IB QDR	Intel® Xeon® E5-2680 @2.70GHz Turbo Enabled	4	1600	bullx blade system (B510)	bullx supercomputer suite AE R2.3	BULL	Platform MPI 8.2.1	s	LS-DYNA	mpp971.s.R321	car2car	s	m	France	Patrice Calegari	BULL	2012-08-08
32	2853	2	8	2	IB QDR	Intel® Xeon® E5-2680 @2.70GHz Turbo Enabled	4	1600	bullx blade system (B510)	bullx supercomputer suite AE R2.2	BULL	Platform MPI 8.2.1	s	LS-DYNA	mpp971_s_r6.0.0	3 Vehicle Collision	s	m	France	Patrice Calegari	BULL	2012-07-04
4	2853	2	1	2	Topspin InfiniBand	AMD Opteron 2.6 GHz DL145	4	0	Opteron CP4000	Red Hat 3.0	HP	HP-MPI	d	LS-DYNA	970.5434a	neon_refined	s	m	High Performance Technical Computing Division	Yih-Yih Lin	HP	2005-08-25
32	2872	2	8	2	Mellanox Technologies® ConnectX-3® IB FDR	Intel Xeon E5-2680	4	1600	Dell PowerEdge R720xd	RHEL 6.2	Dell	Platform MPI 8.2	d	LS-DYNA	mpp971_s_r6.0.0	3 Vehicle Collision	s	m	Sunnyvale, CA	Pak Lui	HPC Advisory Council	2012-05-01
4	2885	2	2	1	Infiniband SDR	Intel Xeon 5160 3.0GHz	4	0	LS-P	SLES9	Linux Networx	MPI Connect 5.4	d	LS-DYNA	971.7600.398	neon_refined_revised	s	m	Oslo, Norway	Hakon Bugge	Scali, Inc.	2007-03-21
4	2886	2	2	1	Silverstorm Infiniband	Intel Xeon Dual Core 5160 EM64T	3	1333	Relion 1600	Scyld ClusterWare 4	Penguin Computing	MPICH 1.2.5	d	LS-DYNA	mpp971.7600	neon_refined	s	m	San Francisco, CA, USA	Joshua Bernstein	Penguin Computing	2006-12-06
4	2911	2	2	1	Voltaire HCA 410Ex InfiniHost III Lx SDR, OFED v1.2	Intel 5160 Woodcrest DC 3.0GHz	2	1333	Altix 1200	SUSE Linux Enterprise Server 10 (x86_64)	SGI	ScaliMPIConnect5.4.1	s	LS-DYNA	ls971.7600	neon_refined_revised	s	m	Mountain View, Ca	Olivier Schreiber	Applications Engineering	2007-06-23
64	2911	2	2	16	Voltaire HCA 410Ex InfiniHost III Lx SDR, OFED v1.2	 Intel 5160 Woodcrest DC 3.0GHz	2	1333	Altix 1200	SUSE Linux Enterprise Server 10 (x86_64)	SGI	ScaliMPIConnect5.4.1	d	LS-DYNA	 ls971.7600	3 Vehicle Collision	s	m	Mountain View, Ca	Olivier Schreiber	Applications Engineering	2007-10-24
36	2916	2	6	3	Mellanox® Technologies ConnectX-2® IB QDR	Intel® Xeon® Hexa Core X5690 3.47GHz	2	1333	Altix ICE 8400EX?	SUSE® Linux® Enterprise Server 11 SP1	SGI	SGI MPT 2.03	s	LS-DYNA	ls971.R3.2.1	3 Vehicle Collision	s	m	Chippewa Falls, WI	Olivier Schreiber	Applications Engineering	2011-09-25
96	2947	8	1	12	eserver HPS	POWER5, 1.9 GHz	32	0	eserver p5 575	AIX 5.2	IBM	POE	d	LS-DYNA	mpp970_5434a	3 Vehicle Collision	s	m	Poughkeepsie, New York	Guangye Li	IBM	2005-08-19
96	2951	96	1	1	NUMALINK	Intel/Itanium 2 1.6 GHz	0	0	Altix3700/BX2	Linux64/SGI ProPack3.3	SGI	SGI MPT 1.11	d	LS-DYNA	5434a	3 Vehicle Collision	s	m	Mountain View	Nick Meng	SGI	2005-06-22
96	2981	2	2	24	RapidArray	AMD Dual Core Opteron 2.2 GHZ	2	0	CRAY XD1	SuSE Linux 9	CRAY Inc.	CRAY XD1 MPI	s	LS-DYNA	mpp970, 5434a	3 Vehicle Collision	s	m	Chippewa Falls	Ting-Ting Zhu	CRAY Inc.	2005-09-02
4	2995	2	2	1	ConnectX	Intel Dualcore Xeon 3.0 GHz BL460c	2	0	CP3000	Red Hat EL 4.4	HP	HP-MPI	d	LS-DYNA	971.7600.1116	neon_refined_revised	s	m	High Performance Computing Division	Yih-Yih Lin	HP	2007-08-23
4	3003	2	2	1	InfiniBand	Intel Xeon 5160	0	0	HS21XM BladeCenter	RHEL 4.0 UPDATE 4	IBM	Intel MPI	d	LS-DYNA	971_7600.2.1116	neon_refined_revised	s	m	Poughkeepsie	Guangye Li	IBM	2007-09-20
4	3004	2	1	2	Myrinet	Opteron, 2.4 GHz	8	0	e326	SUSE LINUX 9	IBM	mpich-gm	d	LS-DYNA	mpp970_5434a	neon_refined	s	m	Poughkeepsie, New York	Guangye Li	IBM	2005-05-03
4	3014	2	2	1	Voltaire InfiniBand DDR	Intel Dualcore Xeon 3.0 GHz DL140	2	0	CP3000/Windows CCS	Microsoft Windows Compute Cluster Server 2003	HP	HP-MPI	d	LS-DYNA	971.7600.398	neon_refined_revised	s	m	High Performance Computing Division	Yih-Yih Lin	HP	2007-01-31
4	3019	2	2	1	InfiniBand OFED	Intel Xeon 5160 3.0 GHz BL460c	2	1333	CP3000/Linux	Red Hat EL 4.4	HP	HP-MPI	d	LS-DYNA	971.7600.398	neon_refined_revised	s	m	High Performance Computing Division	Yih-Yih Lin	HP	2007-05-23
96	3020	2	1	48	Rapid Array	AMD Opteron 2.4 GHZ	4	0	CRAY XD1	SuSE Linux 9	CRAY Inc.	CRAY XD1 MPI	s	LS-DYNA	mpp970, 5434a	3 Vehicle Collision	s	m	Chippewa Falls	Ting-TIng Zhu	CRAY Inc.	2005-05-02
64	3066	2	2	16	Voltaire HCA 410Ex InfiniHost III Lx SDR, OFED v1.2	Intel 5160 Woodcrest DC 3.0GHz	2	1333	Altix 1200	SUSE Linux Enterprise Server 10 (x86_64)	SGI	Intel-MPI 3.1	s	LS-DYNA	ls971.7600.1224	3 Vehicle Collision	s	m	Mountain View, Ca	Olivier Schreiber	Applications Engineering	2007-09-21
4	3070	2	2	1	Voltaire Infiniband DDR	Intel Xeon 5160 DC 3.0GHz (Woodcrest)	4	1333	Altix XE1200/Windows CCS	Windows CCS (Server 2003 Std x64 SP2 v5.2.3790)	SGI	MSMPI 1.0.0676.0	s	LS-DYNA	971.7600.1224	neon_refined_revised	s	m	Mountain View, Ca	Joseph Michaud	Applications Engineering	2008-04-02
128	3074	2	1	64	Infiniband	Xeon 3.6Ghz	2	400	GT4000	Linux	Galactic Computing (Shenzhen) Ltd.	MPICH VMI-2.1	d	LS-DYNA	970 5434a	3 Vehicle Collision	s	m	Shenzhen, China	Alex Korobka	Galactic Computing (Shenzhen) Ltd.	2005-08-03
64	3076	2	4	8	Mellanox ConnectX IB HCA DDR Fabric OFED v1.3	Intel Xeon E5472 3.00GHz	2	1600	Altix ICE8200EX	SUSE Linux Enterprise Server 10, SGI ProPack 5SP4	SGI	SGI MPT 1.20	s	LS-DYNA	ls971.R3.1	3 Vehicle Collision	s	m	Mountain View, Ca	Olivier Schreiber	Applications Engineering	2008-04-08
96	3092	1	2	48	PathScale InfiniPath / Silverstorm InfiniBand switch	AMD Dual-Core Opteron Model 275 (2.2GHz)	4	400	Emerald	ROCKS 4.0.0 (RHEL4 U1)	Rackable Systems	PathScale MPICH	d	LS-DYNA	ls970.5434a	3 Vehicle Collision	s	m	AMD Developer Center	Justin Boggs	AMD	2005-11-04
64	3102	2	4	8	Mellanox InfiniBand ConnectX® DDR Mezz card	AMD Opteron 2389 2.9GHz	2	800	PowerEdge M1000e/Windows	Windows Server 2008 HPC Edition	Dell/Microsoft	Microsoft MPI	d	LS-DYNA	MPP971.s.R421	3 Vehicle Collision	s	m	Sunnyvale, CA, USA	Tong Liu	HPC Advisory Council	2009-08-06
4	3126	2	1	2	 RapidArray	AMD Dual Core Opteron 2.2 GHZ	2	0	CRAY XD1	SuSE Linux 9	CRAY Inc.	CRAY XD1 MPI	s	LS-DYNA	mpp970, 5434a	neon_refined	s	m	Chippewa Falls	Ting-Ting Zhu	CRAY Inc.	2005-09-14
512	3130	2	4	64	IP95 Blades with Mellanox ConnectX IB HCA DDR Fabric OFED v1.4	Intel® Xeon® Quad Core X5570 2.93GHz Turbo ON	6	1066	Altix ICE8200EX	SUSE Linux Enterprise Server 10, SGI ProPack 6SP2	SGI	SGI MPT 1.23	s	LS-DYNA	ls971.R3.2	car2car	s	m	Chippewa Fall, WI	Olivier Schreiber	Applications Engineering	2009-03-31
64	3148	2	4	8		Intel® Xeon® Quad Core X5482	2	1600	Intel SR1560SF system	Redhat5U3	Intel	Intel MPI 3.2.011	s	LS-DYNA	mpp971.R321	3 Vehicle Collision	s	m	Dupont, WA	Nick Meng	Intel/SSG	2009-02-13
8	3150	2	1	4	Voltaire InfiniBand	Intel Xeon 3.06GHz	2	266	RLX 3000ix ServerBlade	Red Hat Enterprise Linux 3 Update 3	RLX	MVAPICH	d	LS-DYNA	mpp970_5434	neon_refined	s	m	Billerica, MA	Eric Dube	Voltaire	2004-12-03
32	3154	2	4	4	IB	Intel® Xeon® Quad Core X5560	2	1067	Supermicro Board X8DTN qual	Redhat5U3	Intel	Intel MPI 3.2.011	s	LS-DYNA	mpp971.s.R321	3 Vehicle Collision	s	m	Dupont, WA	Nick Meng	SSG/ASE	2009-03-27
4	3160	2	1	2	Rapid Array	AMD Opteron 2.4 GHZ	4	0	CRAY XD1	SuSE Linux 9	CRAY Inc.	CRAY XD1 MPI	s	LS-DYNA	mpp970, 5434a	neon_refined	s	m	Chippewa Falls	Ting-TIng Zhu	CRAY Inc.	2005-05-02
4	3167	1	4	1	shared memory	AMD Barcelona 1.9 GHz	2	667	System X 3455	SLES 10 SP1	IBM		d	LS-DYNA	ls971.2.7600	neon_refined_revised	s	m	Dallas	Hari Reddy	IBM	2007-09-18
128	3210	2	2	32	InfiniBand DDR	Intel Dualcore Xeon 3.0 GHz DL140	2	0	CP3000/Linux	Red Hat EL 4.3	HP	HP-MPI	d	LS-DYNA	971.7600.398	3 Vehicle Collision	s	m	High Performance Computing Division	Yih-Yih Lin	HP	2007-01-18
8	3210	2	1	4	Gigabit Ethernet	Intel Xeon	2	0	HP ProLiant dl360 G3	Red Hat Enterprise Linux 3 WS update 4	Hewlett-Packard	LAM 6.5.9	d	LS-DYNA	mpp970, 5434a	neon_refined	s	m	West Sussex, UK	Daniel Challen	OCSL	2005-03-23
96	3216	2	2	24	PathScale InfiniPath / Silverstorm InfiniBand switch	AMD Dual-Core Opteron Model 275 (2.2GHz)	4	400	Emerald	ROCKS 4.0.0 (RHEL4 U1)	Rackable Systems	PathScale MPICH	d	LS-DYNA	ls970.5434a	3 Vehicle Collision	s	m	AMD Developer Center	Justin Boggs	AMD	2005-11-04
4	3242	2	2	1	QLogic InfiniPath IB	Intel Dualcore Xeon 5160 3.0 GHz	2	0	Cambridge Cluster	ClusterVisionOS	ClusterVision/Dell	QLogic MPI 2.0	s	LS-DYNA	971.7600.398	neon_refined_revised	s	m	Cambridge, UK	Kevin Ball	QLogic	2007-02-26
4	3254	2	1	2	Myrinet	AMD Opteron 2.4GHz DL145	4	0	Opteron CP4000	Red Hat 3.0	HP	HP-MPI	d	LS-DYNA	970.5434a	neon_refined	s	m	High Performance Technical Computing Division	Yih-Yih Lin	HP	2005-07-28
128	3257	2	2	32	InfiniBand	AMD Dualcore Opteron 2.6 GHz DL145	4	0	Opteron CP4000	Red Hat EL 4.3	HP	HP-MPI	d	LS-DYNA	971.7600.398	3 Vehicle Collision	s	m	High Performance Technical Computing Division	Yih-Yih Lin	HP	2006-10-12
4	3271	2	2	1	InfiniBand DDR	Intel Dualcore Xeon 3.0 GHz DL140	2	0	CP3000/Linux	Red Hat EL 4.3	HP	HP-MPI	d	LS-DYNA	971.7600.398	neon_refined_revised	s	m	High Performance Technical Computing Division	Yih-Yih Lin	HP	2007-01-19
64	3275	1	2	32	Seastar 2	AMD Dual Core Opteron 2.8 GHZ	8	0	CRAY XT4	CNL	CRAY Inc.	CRAY XT4 MPI	s	LS-DYNA	mpp971.7600.398	3 Vehicle Collision	s	m	Chippewa Falls	Ting-Ting Zhu	CRAY Inc.	2007-06-27
4	3276	2	2	1	Gigabit Ethernet	Intel Xeon Dual Core 5160 EM64T	3	1333	Relion 1600	Scyld ClusterWare 4	Penguin Computing	MPICH 1.2.5	d	LS-DYNA	mpp971.7600	neon_refined	s	m	San Francisco, CA, USA	Joshua Bernstein	Penguin Computing	2006-12-06
4	3359	2	2	1	Infiniband DDR, OFED 1.2	Intel Xeon Clovertown 2.66GHz	0	0	Clovertown Blades	RHEL4	Intel	MPI Connect 5.4	d	LS-DYNA	971.7600.398	neon_refined_revised	s	m	Oslo, Norway	Hakon Bugge	Mellanox Technolgies, Inc./Scali, Inc.	2007-05-25
4	3389	2	1	2	Rapic Array	AMD Opteron 2.2 GHZ	2	0	CRAY XD1	Suse Linux 8	CRAY	CRAY XD1 MPI	s	LS-DYNA	mpp970, 5434a	neon_refined	s	m	Chippewa Falls	Ting-Ting Zhu	Cray Inc.	2005-02-03
64	3393	2	1	32	 RapidArray	AMD Dual Core Opteron 2.2 GHZ	2	0	CRAY XD1	SuSE Linux 9	CRAY Inc.	CRAY XD1 MPI	s	LS-DYNA	mpp970, 5434a	3 Vehicle Collision	s	m	Chippewa Falls	Ting-Ting Zhu	CRAY Inc.	2005-09-14
64	3402	2	2	16	Infiniband	Intel® Xeon® Dual Core 5160 EM64T	2000000000	1333	S5000PAL	Redhat EL4 update 2	Intel	Intel MPI 2.0.1	s	LS-DYNA	mpp970.6763	3 Vehicle Collision	s	m	Dupont, WA	John Benninghoff	Intel	2006-05-31
96	3502	2	2	24	InfiniBand DDR	Intel Dualcore Xeon 3.0 GHz DL140	2	0	CP3000/Linux	Red Hat EL 4.3	HP	HP-MPI	d	LS-DYNA	971.7600.398	3 Vehicle Collision	s	m	High Performance Technical Computing Division	Yih-Yih Lin	HP	2007-01-17
64	3510	2	4	8	Voltaire ConnectX IB Gen2 HCA DDR Fabric OFED v1.3	Intel Xeon E5462 2.80GHz	2	800	Bull Novascale R422-E1	Linux Bull Advanced Server 5v1.1	BULL	hpmpi	s	LS-DYNA	mpp971.R3.2	3 Vehicle Collision	s	m	France	Patrice Calegari	BULL	2008-12-12
4	3516	2	2	1	RapidArray	AMD Dual Core Opteron 2.2 GHZ	2	0	CRAY XD1	SuSE Linux 9	CRAY Inc.	CRAY XD1 MPI	s	LS-DYNA	mpp970, 5434a	neon_refined	s	m	Chippewa Falls	Ting-Ting Zhu	CRAY Inc.	2005-09-08
4	3538	2	1	2	Infiniband TopSpin	1.5GHz Itanium2 rx2600	6	8	Itanium2 CP6000	HP-UX 11.23	HP	HP-MPI	d	LS-DYNA	970.5434	neon_refined	s	m	High Performance Computing Division	Yih-Yih Lin	HP	2004-12-13
64	3572	64	1	1	NUMALINK	Intel/Itanium 2 1.6 GHz	0	0	Altix3700/BX2	Linux64/SGI ProPack3.3	SGI	SGI MPT 1.11	d	LS-DYNA	5434a	3 Vehicle Collision	s	m	Mountain View	Nick Meng	SGI	2005-06-22
4	3578	1	1	4	Gigabit Ethernet	AMD Athlon 64 3500+ (2.2 GHz)	1024	0	AMD64 Cluster	Fedora Core 3	Engineering Research Nordic AB	LAM MPI	d	LS-DYNA	ls970.5434a	neon_refined	s	m	Linköping, Sweden	Daniel Hilding	Engineering Research Nordic AB, www.erab.se	2005-03-31
64	3600	4	2	8	LiquidIQ fabric	AMD Opteron 8218	2	667	LiquidIQ	RHEL 4.5	Liquid Computing	Liquid MPI rel.5.0	s	LS-DYNA	mpp97.7600.1224	3 Vehicle Collision	s	m	Ottawa, Ontario, Canada	Ron Van Holst	Liquid Computing	2008-02-08
64	3638	8	1	8	eserver HPS	POWER5, 1.9 GHz	32	0	eserver p5 575	AIX 5.2	IBM	POE	d	LS-DYNA	mpp970_5434a	3 Vehicle Collision	s	m	Poughkeepsie, New York	Guangye Li	IBM	2005-08-19
384	3646	2	6	32	Mellanox® Technologies ConnectX-2® IB QDR	Intel® Xeon® Hexa Core X5690 3.47GHz	2	1333	Altix ICE 8400EX?	SUSE® Linux® Enterprise Server 11 SP1	SGI	SGI MPT 2.03	s	LS-DYNA	ls971.R3.2.1	car2car	s	m	Chippewa Falls, WI	Olivier Schreiber	Applications Engineering	2011-09-25
64	3650	4	2	8	LiquidIQ fabric	AMD Opteron 8218	2	667	LiquidIQ	RHEL 4.5	Liquid Computing	Scali MPI Connect5.5	s	LS-DYNA	mpp97.7600.1224	3 Vehicle Collision	s	m	Ottawa, Ontario, Canada	Ron Van Holst	Liquid Computing	2008-02-08
8	3669	2	1	4	Myrinet	Intel Dual Xeon 3.066 GHz	2	0	IBM x335	Red Hat EL 3.0 WS	IBM		d	LS-DYNA	mpp970_3858	neon_refined	s	m	Poughkeepsie, NY, USA	Guangye Li		2004-03-10
32	3769	4	8	1	QPI	Intel® Xeon® 8 core X7560 2.27GHz	8	1067	Altix UV10	SUSE® Linux® Enterprise Server 11, SGI® ProPack6SP	SGI	Platform MPI 7.1	d	LS-DYNA	mpp971_s_R3.2.1	3 Vehicle Collision	s	m	Chippewa Fall, WI	Olivier Schreiber	Applications Engineering	2010-09-19
24	3809	2	6	2	Mellanox ConnectX IB QDR	Intel® Xeon® Six Core X5670	3	1333	Dell PowerEdge M610	CentOS 5.4	Dell	Open MPI	d	LS-DYNA	mpp971sR4.2.1	3 Vehicle Collision	s	m	Sunnyvale, CA	Pak Lui	HPC Advisory Council	2010-06-15
384	3814	2	6	32	Mellanox® Technologies ConnectX-2® IB QDR MT26428	Intel® Xeon® Hexa Core X5675 3.07GHz	4	1333	Rackable? C2112-4TY14	SUSE® Linux® Enterprise Server 11 SP1	SGI	SGI MPT 2.03	s	LS-DYNA	ls971.R3.2.1	car2car	s		Chippewa Falls, WI	Olivier Schreiber	Applications Engineering	2011-09-25
64	3846	2	2	16	RapidArray	AMD Dual Core Opteron 2.2 GHZ	2	0	CRAY XD1	SuSE Linux 9	CRAY Inc.	CRAY XD1 MPI	s	LS-DYNA	mpp970, 5434a	3 Vehicle Collision	s	m	Chippewa Falls	Ting-Ting Zhu	CRAY Inc.	2005-09-02
8	3885	2	1	4	Gigabit Ethernet	Intel Dual Xeon 3.066 GHz	2	0	IBM x335	Red Hat EL 3.0 WS	IBM		d	LS-DYNA	mpp970_3858	neon_refined	s	m	Poughkeepsie, NY, USA	Guangye Li		2004-03-10
4	3891	2	2	1	Voltaire InfiniBand SDR	AMD Dualcore Opteron 2.2 GHz DL145	2	0	CP4000/Windows CCS	Microsoft Windows Compute Cluster Server 2003	HP	HP-MPI	d	LS-DYNA	970.6763	neon_refined	s	m	High Performance Computing Division	Yih-Yih Lin	HP	2007-01-18
2	3897	1	2	1	Gigabit Ethernet	Dual-core Intel® Core?2 Extreme 2.93GHz	1	0	CA160&#8545;T	Windows	ARD			LS-DYNA	ls971.7600	neon_refined	s	s	Japan-Nagoya	ARD	ARD	2007-06-19
4	3901	2	1	2	InfiniBand Voltaire	AMD Opteron 2.2GHz DL145	8	0	Opteron CP4000/InfiniBand Voltaire	Red Hat 3.0	HP	HP-MPI		LS-DYNA	970.5434	neon_refined	s	m	High Performance Computing Division	Yih-Yih Lin	HP	2005-01-10
2	3916	1	1	2	Voltaire IB 410 HCA PCIe card with firmware v1.2.0 Voltaire ISR9024 SDR 24 port IB switch	Intel 5160 Woodcrest DC 3.0GHz	2	0	Altix XE1200 Compute Cluster	SUSE Linux Enterprise Server 10 (x86_64)	SGI	Intel MPI Runtime v2	d	LS-DYNA	ls970.6763	neon_refined	s	m	Chippewa Falls, WI	Scott Shaw	Application Engineering	2007-02-13
64	3946	2	1	32	Rapid Array	AMD Opteron 2.4 GHZ	4	0	CRAY XD1	SuSE Linux 9	CRAY Inc.	CRAY XD1 MPI	s	LS-DYNA	mpp970, 5434a	3 Vehicle Collision	s	m	Chippewa Falls	Ting-TIng Zhu	CRAY Inc.	2005-05-02
4	3965	2	1	2	Myrinet	AMD Opteron, 2.0 GHz	6	0	e325 cluster	SuSE SLES-8	IBM		d	LS-DYNA	mpp970_5434	neon_refined	s	m	Poughkeepsie, New York, USA	Guangye Li		2004-10-15
4	3967	1	1	4	InfiniCon Infiniband	2 GHz Opteron	2	0	Opteron Cluster	SuSE SLES8 SP3 w MPI/Pro	Appro, Rackable, and Verari		d	LS-DYNA	970.5455	neon_refined	s	s	AMD Developer Center	Steven Lyness		2004-06-18
32	3993	1	1	32		PowerPC_POWER3	0	0	Blue Horizon	AIX 5.1	IBM			LS-DYNA	mpp970_d_3535	neon_refined	d	m	SDSC	Franck Grignon	UCSD	2004-03-02
384	4005	2	6	32	Mellanox® Technologies MT26428 ConnectX® IB QDR	Intel® Xeon® Six Core X5670 2.93GHz	2	1333	Altix XE1300	SUSE® Linux® Enterprise Server 11, SGI® ProPack(TM	SGI	SGI MPT 2.01	s	LS-DYNA	971_s_R3.2	car2car	s	m	Chippewa Fall, WI	Olivier Schreiber	Applications Engineering	2010-08-09
768	4009	2	6	64	QDR IB	Intel® Xeon® Six Core X5670	2	1333	Intel SR1600UR system	Redhat5U3	Intel	Intel MPI 3.2.1	s	LS-DYNA	mpp971.s.R321	car2car	s	m	Dupont, WA	Nick Meng	Intel/SSG	2010-03-28
48	4023	2	4	6	Mellanox InfiniBand ConnectX® DDR Mezz card	AMD Opteron 2389 2.9GHz	2	800	PowerEdge M1000e/Windows	Windows Server 2008 HPC Edition	Dell/Microsoft	Microsoft MPI	d	LS-DYNA	MPP971.s.R421	3 Vehicle Collision	s	m	Sunnyvale, CA, USA	Tong Liu	HPC Advisory Council	2009-08-06
4	4040	2	1	2	Infiniband	1.5 GHz Itanium2 RX2600	6132	8500	Itanium2 Cluster	HP-UX 11.23	HP		d	LS-DYNA	970.3858	neon_refined	s	m	HP, Richardson, Texas	Yih-Yih Lin		2004-03-05
360	4113	2	6	30	Mellanox® Technologies MT26428 ConnectX® IB QDR	Intel® Xeon® Six Core X5670 2.93GHz	2	1333	Altix XE1300	SUSE® Linux® Enterprise Server 11, SGI® ProPack(TM	SGI	SGI MPT 2.01	s	LS-DYNA	971_s_R3.2	car2car	s	m	Chippewa Fall, WI	Olivier Schreiber	Applications Engineering	2010-08-09
64	4118	2	2	16	InfiniBand DDR	Intel Dualcore Xeon 3.0 GHz DL140	2	0	CP3000/Linux	Red Hat EL 4.3	HP	HP-MPI	d	LS-DYNA	971.7600.398	3 Vehicle Collision	s	m	High Performance Computing Division	Yih-Yih Lin	HP	2007-01-17
32	4138	2	2	8	Mellanox InfiniHost III Lx HCA DDR Fabric OFED v1.3	 Intel Xeon X5272 DC 3.4Ghz, 1600MHz FSB, 800MHz D	4	1600	Altix XE1300 XE250/XE320	SUSE Linux Enterprise Server 10, SGI ProPack 5SP5	SGI	SGI MPT 1.20	s	LS-DYNA	  ls971.R3.1	3 Vehicle Collision	s	m	Mountain View, Ca	Olivier Schreiber	Applications Engineering	2008-06-30
64	4167	1	2	32	PathScale InfiniPath / Silverstorm InfiniBand switch	AMD Dual-Core Opteron Model 275 (2.2GHz)	4	400	Emerald	ROCKS 4.0.0 (RHEL4 U1)	Rackable Systems	PathScale MPICH	d	LS-DYNA	ls970.5434a	3 Vehicle Collision	s	m	AMD Developer Center	Justin Boggs	AMD	2005-11-04
64	4176	1	1	64	Infiniband	Xeon 3.6Ghz	4	400	GT4000	Linux	Galactic Computing (Shenzhen) Ltd.	MPICH VMI-2.1	d	LS-DYNA	970 5434a	3 Vehicle Collision	s	m	Shenzhen, China	Alex Korobka	Galactic Computing (Shenzhen) Ltd.	2005-08-03
512	4196	2	4	64	ConnectX Infiniband	Intel® Xeon® Quad Core X5550	3	1333	System x® iDataPlex? dx360 M2	Windows HPC Server 2008 SP1	IBM	Microsoft MPI	d	LS-DYNA	ls971.R3.2.1	car2car	s	m	Redmond. WA	Daniel Ghidali	IBM/Microsoft	2010-05-28
2	4200	2	1	1	Voltaire IB 410 HCA PCIe card with firmware v1.2.0 Voltaire ISR9024 SDR 24 port IB switch	Intel 5160 Woodcrest DC 3.0GHz	2	0	Altix XE1200 Compute Cluster	SUSE Linux Enterprise Server 10 (x86_64)	SGI	Intel MPI Runtime v2	d	LS-DYNA	ls970.6763	neon_refined	s	m	Chippewa Falls, WI	Scott Shaw	Application Engineering	2007-02-13
2	4212	2	1	1	Infiniband SDR	Intel Xeon 5160 3.0GHz	4	0	LS-P	SLES9	Linux Networx	MPI Connect 5.4	d	LS-DYNA	971.7600.398	neon_refined_revised	s	m	Oslo, Norway	Hakon Bugge	Scali, Inc.	2007-03-21
64	4236	2	2	16	InfiniBand	AMD Dualcore Opteron 2.6 GHz DL145	4	0	Opteron CP4000	Red Hat EL 4.3	HP	HP-MPI	d	LS-DYNA	971.7600.398	3 Vehicle Collision	s	m	High Performance Technical Computing Division	Yih-Yih Lin	HP	2006-10-12
2	4265	1	2	1	Gigabit Ethernet	Dual-core Intel® Core?2 Extreme 2.93GHz	1	0	CA160&#8545;T	Windows	ARD			LS-DYNA	ls971.7600	neon_refined_revised	s	s	Japan-Nagoya	ARD	ARD	2007-06-18
256	4294	2	8	16	IB QDR	Intel® Xeon® E5-2680 @2.70GHz Turbo Enabled	4	1600	bullx blade system (B510)	bullx supercomputer suite AE R2.3	BULL	Platform MPI 8.2.1	s	LS-DYNA	mpp971.s.R321	car2car	s	m	France	Patrice Calegari	BULL	2012-08-08
64	4296	2	2	16	PathScale InfiniPath / Silverstorm InfiniBand switch	AMD Dual-Core Opteron Model 275 (2.2GHz)	4	400	Emerald	ROCKS 4.0.0 (RHEL4 U1 kernel)	Rackable Systems	PathScale MPICH	d	LS-DYNA	ls970.5434a	3 Vehicle Collision	s	m	AMD Developer Center	Justin Boggs	AMD	2005-11-04
32	4298	2	4	4	Gigabit Ethernet	Intel Xeon W5580 3.2GHz	2	1333	ThinkStation D20 w/ GigaE	CentOS 5.3	Lenovo	Intel MPI 3.2.2	d	LS-DYNA	mpp971_s_R3.2.1	3 Vehicle Collision	s	m	Beijing	Jason Hu	Lenovo	2009-12-02
20	4320	2	10	1	Mellanox Technologies Connect-IB FDR InfiniBand	Intel Xeon E5-2680 V2 @2.80GHz	4	1600	Dell PowerEdge R720xd	RHEL 6.2	Dell	Platform MPI 9.1	d	LS-DYNA	ls971.R3.2.1	3 Vehicle Collision	s	m	Sunnyvale, CA	Pak Lui	HPC Advisory Council	2014-02-13
512	4346	2	4	64	IB	Intel® Xeon® Quad Core X5560	2	1067	Supermicro Board X8DTN qual	Redhat5U3	Intel	Intel MPI 3.2.011	s	LS-DYNA	mpp971.s.R321	car2car	s	m	Dupont, WA	Nick Meng	SSG/ASE	2009-03-27
32	4349	4	8	1	QPI	Intel Xeon X7560 (2.26 Ghz)	16	1333	Cisco UCS  C460 M1	Fedora Core 12	Cisco Systems	Intel MPI		LS-DYNA	R3.2.1	3 Vehicle Collision	s		San Jose	Ven Immani	Technical Marketing	2010-03-27
