number_of_cpus	wall_clock_time	processors_per_node	cores_per_processor	number_of_nodes	cpu_interconnects	processor	ram_per_cpu	ram_bus_speed	computer_system	operating_system	vendor	mpi_library	shared_or_dedicated	code_version	code_version_number	problem_name	precision	smp_mpp	location	submitted_by	submitted_by_org	date_submitted
48	23888	2	6	4	QDR IB	Intel® Xeon® Six Core X5670	2	1333	Intel SR1600UR system	Redhat5U3	Intel	Intel MPI 3.2.1	s	LS-DYNA	mpp971.s.R321	car2car	s	m	Dupont, WA	Nick Meng	Intel/SSG	2010-03-28
16	24029	2	1	8	Voltaire InfiniBand	Intel Xeon 3.06GHz	2	266	RLX 3000ix ServerBlade	Red Hat Enterprise Linux 3 Update 3	RLX	MVAPICH	d	LS-DYNA	mpp970_5434	3 Vehicle Collision	s	m	Billerica, MA	Eric Dube	Voltaire	2004-12-02
8	24131	2	1	4	Myrinet	AMD Opteron 2.4GHz DL145	4	0	Opteron CP4000	Red Hat 3.0	HP	HP-MPI	d	LS-DYNA	970.5434a	3 Vehicle Collision	s	m	High Performance Technical Computing Division	Yih-Yih Lin	HP	2005-07-28
8	24496	8	1	1	eserver HPS	POWER5, 1.9 GHz	32	0	eserver p5 575	AIX 5.2	IBM	POE		LS-DYNA	mpp970_5434a	3 Vehicle Collision	s		Poughkeepsie, New York	Guangye Li	IBM	2005-08-19
8	24681	2	1	4	Rapid Array	AMD Opteron 2.2 GHZ	2	0	CRAY XD1	Suse Linux 8	CRAY	CRAY XD1 MPI	s	LS-DYNA	mpp970, 5434a	3 Vehicle Collision	s	m	Chippewa Falls	Ting-Ting Zhu	Cray Inc.	2005-02-05
1	25106	1	1	1		Xeon 3.2G	2	0	IBM Blade Center 8843-25V	Windows XP and Windows 2003 server	IBM		s	LS-DYNA	ls970.6763	neon_refined	d	m	Taiwan	Renjay		2006-03-21
32	25227	2	8	2	IB QDR	Intel® Xeon® E5-2680 @2.70GHz Turbo Enabled	4	1600	bullx blade system (B510)	bullx supercomputer suite AE R2.3	BULL	Platform MPI 8.2.1	s	LS-DYNA	mpp971.s.R321	car2car	s	m	France	Patrice Calegari	BULL	2012-08-08
1	25996	1	1	1		P4 - 2.4GHz	2048	0	Pentium 4	Windows 2000	Dell		d	LS-DYNA	970_s_5434	neon_refined	s	s	San Diego, CA	Dustin Boesch		2005-06-30
32	26100	2	8	2	IB FDR	Intel® Xeon® E5-2680 @2.70GHz	2	1600	Sandy Bridge-EP system	RHEL 6.1	Intel	Intel MPI 4.0.3.008	d	LS-DYNA	mpp971.s.R321	car2car	s	m	Swindon, UK	Nick Meng	Intel/SSG	2012-07-09
64	26129	1	2	32	Infiniband	Intel® Core 2 Extreme  X6800	2	667	S3000PAL	Redhat EL4 update 2	Intel	Intel MPI 3.0.043	s	LS-DYNA	mpp971.7600	car2car	s	m	Dupont, WA	Nick Meng	Intel	2007-10-24
8	26230	2	2	2	RapidArray	AMD Dual Core Opteron 2.2 GHZ	2	0	CRAY XD1	SuSE Linux 9	CRAY Inc.	CRAY XD1 MPI	s	LS-DYNA	mpp970, 5434a	3 Vehicle Collision	s	m	Chippewa Falls	Ting-Ting Zhu	CRAY Inc.	2005-09-08
8	26704	2	2	2	Voltaire	Dual Core Opteron 2.2 GHz DL145	2	0	Opteron CP4000	Red Hat 4.0	HP	HP-MPI	d	LS-DYNA	970.5434a	3 Vehicle Collision	s	m	High Performance Technical Computing Division	Yih-Yih Lin	HP	2005-11-15
16	26778	2	1	8	Infiniband	1.5 GHz Itanium2 RX2600	6132	8500	Itanium2 Cluster	HP-UX 11.23	HP		d	LS-DYNA	970.3858	3 Vehicle Collision	s	m	HP, Richardson, Texas	Yih-Yih Lin		2004-03-05
8	27020	2	4	1	shared memory	AMD Barcelona 1.9 GHz	2	667	System X3455	SLES 10 SP 1	IBM			LS-DYNA	ls971.2.7600	3 Vehicle Collision	s	m	Dallas	Hari Reddy	IBM	2007-09-18
32	27231	2	4	4	IP95 Blades with Mellanox ConnectX IB HCA DDR Fabric OFED v1.4	Intel® Xeon® Quad Core X5570 2.93GHz Turbo ON	6	1333	Altix ICE8200EX	SUSE Linux Enterprise Server 10, SGI ProPack 6SP2	SGI	SGI MPT 1.23	s	LS-DYNA	ls971.R3.2	car2car	s	m	Chippewa Fall, WI	Olivier Schreiber	Applications Engineering	2009-03-31
64	27277	2	2	16	Infiniband DDR	Intel Xeon 5160	2	2	LNXI LS-1	SLES 9.3	Linux Networx Inc., (LNXI)	ScaliMPI	s	LS-DYNA	Version ls971.7	car2car	s	m	Bluffdale, Utah	Mike Long	Linux Networx Inc., (LNXI)	2007-12-14
48	27543	2	6	4	HP BLc 4X QDR Switch 1 Mellanox	Intel® Xeon® Six Core X5650 2.66 GHz	2	1333	HP Proliant® BL2X220c G6	Windows HPC Server 2008 R2	HP	MS-MPI	d	LS-DYNA	ls971.R3.2.1	car2car	s	m	Redmond, WA	Hari reddy	Microsoft	2011-02-10
8	27730	2	1	4	Infiniband TopSpin	1.5GHz Itanium2 rx2600	6	8	Itanium2 CP6000	HP-UX 11.23	HP	HP-MPI		LS-DYNA	970.5434	3 Vehicle Collision	s	m	High Performance Computing Division	Yih-Yih Lin	HP	2004-12-13
64	28167	2	4	8		Intel® Xeon® Quad Core X5482	2	1600	Intel SR1560SF system	Redhat5U3	Intel	Intel MPI 3.2.011	s	LS-DYNA	mpp971.R321	car2car	s	m	Dupont, WA	Nick Meng	Intel/SSG	2009-02-13
64	28675	2	2	16	ConnectX	Intel Dualcore Xeon 3.0 GHz BL460c	2	0	CP3000	Red Hat EL 4.4	HP	HP-MPI	d	LS-DYNA	971.7600.1116	car2car	s	m	High Performance Technical Computing Division	Yih-Yih Lin	HP	2007-08-23
8	28756	2	1	4	InfiniBand Voltaire	AMD Opteron 2.2GHz DL145	8	0	Opteron CP4000/InfiniBand Voltaire	Red Hat 3.0	HP	HP-MPI	d	LS-DYNA	970.5434	3 Vehicle Collision	s	m	High Performance Computing Division	Yih-Yih Lin	HP	2005-01-10
32	29017	2	4	4	IB DDR (mlx4_0/MT26418)	Intel® Xeon®  X5570 2.93GHz (Turbo ON)	12	1066	CX1	Redhat EL 5.3 with Platform PCM 1.2	Cray Inc.	Intel MPI 3.2.1	d	LS-DYNA	mpp971sR3.2.1	car2car	s	m	Montreal, Canada	John Benninghoff	Cray CX Division	2009-06-03
32	29427	2	4	4	Gigabit Ethernet	Intel Xeon W5580 3.2GHz	2	1333	ThinkStation D20 w/ GigaE	CentOS 5.3	Lenovo	Intel MPI 3.2.2	d	LS-DYNA	mpp971_s_R3.2.1	car2car	s	m	Beijing	Jason Hu	Lenovo	2009-12-02
2	29720	1	2	1		Pentium4 530, 3GHz	2	266	Celsius M430 Pent.4 CETMA	Win Xp	Fujitsu Siemens		d	LS-DYNA	970 6763.169	neon_refined_revised	s	s	Lecce, Italy	Rosario Dotoli	CETMA Consortium	2007-03-27
4	29808	2	2	1	InfiniBand Topspin 270 SDR	Intel Xeon X5272 3.40GHz DL160	2	1600	CP3000	Red Hat EL 4.6	HP	HP-MPI	s	LS-DYNA	ls971R3.1	3 Vehicle Collision	s	m	Scalable Computing & Infrastructure	Yih-Yih Lin	HP	2008-08-05
4	29935	1	1	4	Gigabit Ethernet	Intel Xeon Dual Core 5160 EM64T	2	1333	Power Edge 1950	Microsoft Windows Compute Cluster Server 2003	DELL	MSMPI	s	LS-DYNA	mpp971.7600.398	3 Vehicle Collision	s	m	France - 59300 Valenciennes	Arnaud RINGEVAL	CIMES	2007-03-02
8	30198	2	4	1	GigE	Intel(r) Quad Core 3.00Ghz	2	1333	Xeon X5365	Red Hat EL4.4	"white box"	HP	d	LS-DYNA	ls971.7600.1224	3 Vehicle Collision	s	m	Hillsboro Oregon	Tim Prince	Intel SSG	2007-11-08
64	30487	2	4	8	QDR Infiniband	2.8GHz Intel Xeon E5462 Quad Core	16	1600	DCS CS23-SH	Windows HPC 2008	Dell	MSMPI	d	LS-DYNA	mpp971.R3.2.1	car2car	s	m	2111 South Oak Street, Champaign, Illinois	Brian Kucic	R Systems NA, inc.	2009-08-30
64	30487	8	1	8	QDR Infiniband	2.8GHz Intel Xeon E5462 Quad Core	16	1600	DCS CS23-SH	Windows HPC 2008	Dell	MSMPI	d	LS-DYNA	mpp971.R3.2.1	car2car	s	m	2111 South Oak Street, Champaign, Illinois	Brian Kucic	R Systems NA, inc.	2009-08-30
4	30937	2	2	1	Mellanox InfiniHost III Lx HCA DDR Fabric OFED v1.3	 Intel Xeon X5272 DC 3.4Ghz, 1600MHz FSB, 800MHz D	4	1600	Altix XE1300 XE250/XE320	SUSE Linux Enterprise Server 10, SGI ProPack 5SP5	SGI	SGI MPT 1.20	s	LS-DYNA	  ls971.R3.1	3 Vehicle Collision	s	m	Mountain View, Ca	Olivier Schreiber	Applications Engineering	2008-06-30
32	30941	2	4	4	IB QDR	Intel® Xeon® Quad Core X5560 @2.80GHz	3	1333	bullx blade cluster	bullx cluster suite	BULL	hpmpi	d	LS-DYNA	mpp971.s.R321	car2car	s	m	France	Patrice Calegari	BULL	2010-04-09
64	31213	2	2	16	Infiniband	Intel® Xeon® Dual Core 5160 EM64T	2000000000	1333	S5000PAL	Redhat EL4 update 2	Intel	Intel MPI 2.0.1	s	LS-DYNA	mpp970.6763	car2car	s	m	Dupont, WA	John Benninghoff	Intel	2006-05-31
64	31318	2	2	16	InfiniBand DDR	Intel Dualcore Xeon 3.0 GHz DL140	2	0	CP3000/Linux	Red Hat EL 4.3	HP	HP-MPI	d	LS-DYNA	971.7600.398	car2car	s	m	High Performance Computing Division	Yih-Yih Lin	HP	2007-01-16
32	31762	2	4	4	IB	Intel® Xeon® Quad Core X5560	2	1067	Supermicro Board X8DTN qual	Redhat5U3	Intel	Intel MPI 3.2.011	s	LS-DYNA	mpp971.s.R321	car2car	s	m	Dupont, WA	Nick Meng	SSG/ASE	2009-03-27
4	32500	2	1	2	Gigabit Ethernet	Intel Xeon Dual Core 5160 EM64T	2	1333	Power Edge 1950	Microsoft Windows Compute Cluster Server 2003	DELL	MSMPI	d	LS-DYNA	mpp971.7600.398	3 Vehicle Collision	s	m	Valenciennes - FRANCE	Arnaud RINGEVAL	CIMES	2007-02-21
8	32578	2	4	1	Infiniband DDR, OFED 1.2	Intel Xeon Clovertown 2.66GHz	0	0	Clovertown Blades	RHEL4	Intel	MPI Connect 5.4	d	LS-DYNA	971.7600.398	3 Vehicle Collision	s	m	Oslo, Norway	Hakon Bugge	Mellanox Technolgies, Inc./Scali, Inc.	2007-05-25
1	32629	1	1	1		Pentium4 530, 3GHz	2	266	Celsius M430 Pent.4 CETMA	win Xp	Fujitsu Siemens		d	LS-DYNA	970 6763	neon_refined_revised	s		Lecce, Italy	Rosario Dotoli	CETMA Consortium	2007-03-29
8	33088	1	1	8	InfiniCon Infiniband	2 GHz Opteron	2	0	Opteron Cluster	SuSE SLES8 SP3	Appro, Rackable, and Verari		d	LS-DYNA	970.5412	3 Vehicle Collision	s	s	AMD Developer Center	Steven Lyness		2004-06-18
32	33782	2	4	4	ConnectX Infiniband	Intel® Xeon® Quad Core X5550	3	1333	System x® iDataPlex? dx360 M2	Windows HPC Server 2008 SP1	IBM	Microsoft MPI	d	LS-DYNA	ls971.R3.2.1	car2car	s	m	Redmond. WA	Daniel Ghidali	IBM/Microsoft	2010-05-28
8	34010	2	4	1	Shared memory	Intel Xeon X5355	6000	1333	IBM x3650	Red Hat Enterprise Linux AS release 4 (Nahant Upda	IBM	Intel MPI 2.0.1	d	LS-DYNA	mpp97_6763.347	3 Vehicle Collision	s	s	Durham, North Carolina	Charlie Eison	IBM	2006-11-09
4	34928	1	1	4	Infiniband (Topspin)	AMD Opteron 156 3.0 GHz	4	0	Sun Fire X2100	64-bit SUSE SLES 9 SP 3	Sun Microsystems	MVAPICH	d	LS-DYNA	mpp970_s_6763	3 Vehicle Collision	s	m	Menlo Park CA	Mike Burke	Sun Microsystems	2006-04-21
4	35800	1	1	4	Infiniband (Voltaire)	AMD Opteron 156 3.0 GHz	4	0	Sun Fire X2100	64-bit SUSE SLES 9 SP 3	Sun Microsystems	MVAPICH	d	LS-DYNA	mpp970_s_6763	3 Vehicle Collision	s	m	Menlo Park CA	Mike Burke	Sun Microsystems	2006-10-08
16	35913	1	1	16	Gigabit Ethernet	AMD Opteron 244	1024	1800	Linux cluster	SuSE SLES 8.1	AMD		d	LS-DYNA	970 3858 SP	3 Vehicle Collision	s	m	Saint-Petersburg State Polytechnical University, R	Nikolay Shabrov	Saint-Petersburg State Polytechnical University, R	2004-02-25
4	39416	2	2	1	InfiniBand	Intel Xeon 5160	8	0	HS21XM BladeCenter	RHEL 4.0 UPDATE 4	IBM	Intel MPI	d	LS-DYNA	971_7600.2.1116	3 Vehicle Collision	s	m	Poughkeepsie	Guangye Li	IBM	2007-08-14
4	39423	2	2	1	Voltaire HCA 410Ex InfiniHost III Lx SDR, OFED v1.2	Intel 5160 Woodcrest DC 3.0GHz	2	1333	Altix 1200	SUSE Linux Enterprise Server 10 (x86_64)	SGI	ScaliMPIConnect5.4.1	s	LS-DYNA	ls971.7600.1224	3 Vehicle Collision	s	m	Mountain View, Ca	Olivier Schreiber	Applications Engineering	2007-09-21
4	39472	2	2	1	ConnectX	Intel Dualcore Xeon 3.0 GHz BL460c	2	0	CP3000	Red Hat EL 4.4	HP	HP-MPI	d	LS-DYNA	971.7600.1116	3 Vehicle Collision	s	m	High Performance Computing Division	Yih-Yih Lin	HP	2007-08-23
4	39619	2	2	1	InfiniBand DDR	Intel Dualcore Xeon 3.0 GHz DL140	2	0	CP3000/Linux	Red Hat EL 4.3	HP	HP-MPI	d	LS-DYNA	971.7600.398	3 Vehicle Collision	s	m	High Performance Computing Division	Yih-Yih Lin	HP	2006-12-20
4	40350	2	2	1		Intel® Xeon? Dual Core 5160 EM64T	0	1333	S5000XAL	CentOS 4.2	Intel	Intel MPI 2.0.1	d	LS-DYNA	mpp970.6763	3 Vehicle Collision	s	m	Dupont, Washington	John Benninghoff		2006-05-22
4	40390	2	1	2	Topspin InfiniBand	AMD Opteron 2.6 GHz DL145	4	0	Opteron CP4000	Red Hat 3.0	HP	HP-MPI	d	LS-DYNA	970.5434a	3 Vehicle Collision	s	m	High Performance Technical Computing Division	Yih-Yih Lin	HP	2005-08-25
8	40548	1	1	8	Gigabit Ethernet	Intel(R) Xeon(TM) CPU 3.06GHz	4096	0	ProLiant DL360 G3	RedHat Linux 8.0	HP	LAM/MPI 6.5.6-8	d	LS-DYNA	ls970.3858	3 Vehicle Collision	s	m	United Kingdom	Daniel Challen	OCSL	2005-02-03
64	40935	1	1	64	Seastar 1	AMD Single Core Opteron 2.4 GHZ	4	0	CRAY XT3	Catamount	CRAY Inc.	CRAY XT3 MPI	s	LS-DYNA	mpp970, 5434a	car2car	s	m	Chippewa Falls	Ting-Ting Zhu	CRAY Inc.	2006-04-27
32	41727	4	8	1	QPI	Intel Xeon X7560	16	1333	Cisco UCS  C460 M1	Fedora Core 12	Cisco Systems	Intel MPI		LS-DYNA	R3.2.1	car2car	s		San Jose	Ven Immani	Cisco Systems	2010-03-26
4	42358	1	4	1	shared memory	AMD Barcelona 1.9 GHz	2	667	System X3455	SLES 10 SP 1	IBM			LS-DYNA	ls971.2.7600	3 Vehicle Collision	s	m	Dallas	Hari Reddy	IBM	2007-09-18
4	42656	2	2	1	Silverstorm Infiniband	Intel Xeon Dual Core 5160 EM64T	3	1333	Relion 1600	Scyld ClusterWare 4	Penguin Computing	MPICH 1.2.5	d	LS-DYNA	mpp971.7600	3 Vehicle Collision	s	m	San Francisco, CA, USA	Joshua Bernstein	Penguin Computing	2006-12-06
4	42852	2	2	1	InfiniBand	AMD Dualcore Opteron 2.6 GHz DL145	4	0	Opteron CP4000	Red Hat EL 4.3	HP	HP-MPI		LS-DYNA	971.7600.398	3 Vehicle Collision	s		High Performance Technical Computing Division	Yih-Yih Lin	HP	2006-10-12
4	43615	2	1	2	 RapidArray	AMD Dual Core Opteron 2.2 GHZ	2	0	CRAY XD1	SuSE Linux 9	CRAY Inc.	CRAY XD1 MPI	s	LS-DYNA	mpp970, 5434a	3 Vehicle Collision	s	m	Chippewa Falls	Ting-Ting Zhu	CRAY Inc.	2005-09-14
8	44046	2	1	4	Voltaire InfiniBand	Intel Xeon 3.06GHz	2	266	RLX 3000ix ServerBlade	Red Hat Enterprise Linux 3 Update 3	RLX	MVAPICH	d	LS-DYNA	mpp970_5434	3 Vehicle Collision	s	m	Billerica, MA	Eric Dube	Voltaire	2004-12-21
12	45155	1	2	6	QDR InfiniBand	Intel i7 2700K	4	1600	Ci11T	Cent OS 5.5	ARD	HP-MPI	d	LS-DYNA	ls971.R4.2.1	car2car	s	m	NAGOYA,JAPAN	ARD		2012-01-18
24	45828	2	6	2	QDR IB	Intel® Xeon® Six Core X5670	2	1333	Intel SR1600UR system	Redhat5U3	Intel	Intel MPI 3.2.1	s	LS-DYNA	mpp971.s.R321	car2car	s	m	Dupont, WA	Nick Meng	Intel/SSG	2010-03-28
4	45882	2	1	2	Myrinet	AMD Opteron 2.4GHz DL145	4	0	Opteron CP4000	Red Hat 3.0	HP	HP-MPI	d	LS-DYNA	970.5434a	3 Vehicle Collision	s	m	High Performance Technical Computing Division	Yih-Yih Lin	HP	2005-07-28
4	46030	2	1	2	RapidArray	AMD Opteron 2.4 GHZ	4	0	CRAY XD1	SuSE Linux 9	CRAY Inc.	CRAY XD1 MPI	s	LS-DYNA	mpp970, 5434a	3 Vehicle Collision	s	m	Chippewa Falls	Ting-Ting Zhu	CRAY Inc.	2005-05-12
4	47611	2	1	2	Rapid Array	AMD Opteron 2.2 GHZ	2	0	CRAY XD1	Suse Linux 8	CRAY	CRAY XD1 MPI	s	LS-DYNA	mpp970, 5434a	3 Vehicle Collision	s	m	Chippewa Falls	Ting-Ting Zhu	Cray Inc.	2005-02-05
32	47850	1	2	16	Infiniband	Intel® Core 2 Extreme  X6800	2	667	S3000PAL	Redhat EL4 update 2	Intel	Intel MPI 3.0.043	s	LS-DYNA	mpp971.7600	car2car	s	m	Dupont, WA	Nick Meng	Intel	2007-10-24
4	49460	2	2	1	RapidArray	AMD Dual Core Opteron 2.2 GHZ	2	0	CRAY XD1	SuSE Linux 9	CRAY Inc.	CRAY XD1 MPI	s	LS-DYNA	mpp970, 5434a	3 Vehicle Collision	s	m	Chippewa Falls	Ting-Ting Zhu	CRAY Inc.	2005-09-08
24	50140	2	6	2	HP BLc 4X QDR Switch 1 Mellanox	Intel® Xeon® Six Core X5650 2.66 GHz	2	1333	HP Proliant® BL2X220c G6	Windows HPC Server 2008 R2	HP	MS-MPI	d	LS-DYNA	ls971.R3.2.1	car2car	s	m	Redmond, WA	Hari reddy	Microsoft	2011-02-10
16	50407	1	4	4	SDR InfiniBand	Intel i7 920	3	1600	CA9212i	Cent OS 5.3	ARD	HP-MPI	s	LS-DYNA	ls971.7600	car2car	s	m	Nagoya,Japan	Takuya Ichikawa	ARD	2009-06-19
32	50410	2	2	8	Infiniband DDR	Intel Xeon 5160	2	2	LNXI LS-1	SLES 9.3	Linux Networx Inc., (LNXI)	ScaliMPI	s	LS-DYNA	Version ls971.7	car2car	s	m	Bluffdale, Utah	Mike Long	Linux Networx Inc., (LNXI)	2007-12-14
16	50969	2	8	1	IB FDR	Intel® Xeon® E5-2680 @2.70GHz	2	1600	Sandy Bridge-EP system	RHEL 6.1	Intel	Intel MPI 4.0.3.008	d	LS-DYNA	mpp971.s.R321	car2car	s	m	Swindon, UK	Nick Meng	Intel/SSG	2012-07-09
8	51250	2	1	4	Infiniband	1.5 GHz Itanium2 RX2600	6132	8500	Itanium2 Cluster	HP-UX 11.23	HP		d	LS-DYNA	970.3858	3 Vehicle Collision	s	m	HP, Richardson, Texas	Yih-Yih Lin		2004-03-05
32	51324	2	4	4		Intel® Xeon® Quad Core X5482	2	1600	Intel SR1560SF system	Redhat5U3	Intel	Intel MPI 3.2.011	s	LS-DYNA	mpp971.R321	car2car	s	m	Dupont, WA	Nick Meng	Intel/SSG	2009-02-13
32	51330	2	2	8	InfiniBand	Intel Xeon 5160	0	0	HS21XM BladeCenter	RHEL 4.0 UPDATE 4	IBM	Intel MPI	d	LS-DYNA	971.7600.1116	car2car	s	m	Poughkeepsie	Guangye Li	IBM	2007-11-26
4	51388	2	2	1	Voltaire	Dual Core Opteron 2.2 GHz DL145	2	0	Opteron CP4000	Red Hat 4.0	HP	HP-MPI	d	LS-DYNA	970.5434a	3 Vehicle Collision	s	m	High Performance Technical Computing Division	Yih-Yih Lin	HP	2005-11-15
2	51446	1	2	1	Gigabit Ethernet	Dual-core Intel® Core?2 Extreme 2.93GHz	1	0	CA160&#8545;T	Windows	ARD			LS-DYNA	ls971.7600	3 Vehicle Collision	s	s	Japan-Nagoya	ARD	ARD	2007-06-19
16	51899	2	4	2	IP95 Blades with Mellanox ConnectX IB HCA DDR Fabric OFED v1.4	Intel® Xeon® Quad Core X5570 2.93GHz Turbo ON	6	1333	Altix ICE8200EX	SUSE Linux Enterprise Server 10, SGI ProPack 6SP2	SGI	SGI MPT 1.23	s	LS-DYNA	ls971.R3.2	car2car	s	m	Chippewa Fall, WI	Olivier Schreiber	Applications Engineering	2009-03-31
32	51974	2	2	8	ConnectX	Intel Dualcore Xeon 3.0 GHz BL460c	2	0	CP3000	Red Hat EL 4.4	HP	HP-MPI	d	LS-DYNA	971.7600.1116	car2car	s	m	High Performance Computing Division	Yih-Yih Lin	HP	2007-08-23
32	52635	2	2	8	Infiniband DDR	32	2	677	LNXI LS-1	SLES 9.3	Linux Networx Inc., (LNXI)	ScaliMPI	s	LS-DYNA	Version ls971.7	car2car	s	m	Bluffdale, Utah	Mike Long	LNXI	2007-12-17
16	53527	2	4	2	Gigabit Ethernet	Intel Xeon W5580 3.2GHz	2	1333	ThinkStation D20 w/ GigaE	CentOS 5.3	Lenovo	Intel MPI 3.2.2	d	LS-DYNA	mpp971_s_R3.2.1	car2car	s	m	Beijing	Jason Hu	Lenovo	2009-12-02
4	54394	2	1	2	InfiniBand Voltaire	AMD Opteron 2.2GHz DL145	8	0	Opteron CP4000/InfiniBand Voltaire	Red Hat 3.0	HP	HP-MPI	d	LS-DYNA	970.5434	3 Vehicle Collision	s	m	High Performance Computing Division	Yih-Yih Lin	HP	2005-01-10
16	54700	2	4	2	IB DDR (mlx4_0/MT26418)	Intel® Xeon®  X5570 2.93GHz (Turbo ON)	12	1066	CX1	Redhat EL 5.3 with Platform PCM 1.2	Cray Inc.	Intel MPI 3.2.1	d	LS-DYNA	mpp971sR3.2.1	car2car	s	m	Montreal, Canada	John Benninghoff	Cray CX Division	2009-06-03
32	55103	2	4	4	Infiniband	Intel® Xeon® Quad  Core 2.8Ghz X5365	2	1600	S5000PAL	Redhat EL4 update 4	Intel	Intel MPI 3.0.043	s	LS-DYNA	mpp971.7600	car2car	s	m	Dupont, WA	Nick Meng	Intel	2007-11-12
4	55547	2	1	2	Infiniband TopSpin	1.5GHz Itanium2 rx2600	6	8	Itanium2 CP6000	HP-UX 11.23	HP	HP-MPI	d	LS-DYNA	970.5434	3 Vehicle Collision	s	m	High Performance Computing Division	Yih-Yih Lin	HP	2004-12-13
4	56032	1	1	4	Hyper Transport	AMD Opteron 848	4096	400	GC4848-K8QS	SuSE Linux Enterprise Server 9	Gridcore		d	LS-DYNA	ls970.5434	3 Vehicle Collision	s	m	Göteborg	Peter Rundberg		2004-10-08
32	56722	2	2	8	InfiniBand DDR	Intel Dualcore Xeon 3.0 GHz DL140	2	0	CP3000/Linux	Red Hat EL 4.3	HP	HP-MPI	d	LS-DYNA	971.7600.398	car2car	s	m	High Performance Computing Division	Yih-Yih Lin	HP	2007-01-16
32	56814	8	1	4	QDR Infiniband	2.8GHz Intel Xeon E5462 Quad Core	16	1600	DCS CS23-SH	Windows HPC 2008	Dell	MSMPI	d	LS-DYNA	mpp971.R3.2.1	car2car	s	m	2111 South Oak Street	Brian Kucic	R Systems NA, inc.	2009-08-30
32	56814	2	4	4	QDR Infiniband	2.8GHz Intel Xeon E5462 Quad Core	16	1600	DCS CS23-SH	Windows HPC 2008	Dell	MSMPI	d	LS-DYNA	mpp971.R3.2.1	car2car	s	m	2111 South Oak Street, Champaign, Illinois	Brian Kucic	R Systems NA, inc.	2009-08-30
16	58283	2	4	2	IB QDR	Intel® Xeon® Quad Core X5560 @2.80GHz	3	1333	bullx blade cluster	bullx cluster suite	BULL	hpmpi	d	LS-DYNA	mpp971.s.R321	car2car	s	m	France	Patrice Calegari	BULL	2010-04-09
16	59685	2	4	2	IB	Intel® Xeon® Quad Core X5560	2	1067	Supermicro Board X8DTN qual	Redhat5U3	Intel	Intel MPI 3.2.011	s	LS-DYNA	mpp971.s.R321	car2car	s	m	Dupont, WA	Nick Meng	SSG/ASE	2009-03-27
16	62435	2	4	2	ConnectX Infiniband	Intel® Xeon® Quad Core X5550	3	1333	System x® iDataPlex? dx360 M2	Windows HPC Server 2008 SP1	IBM	Microsoft MPI	d	LS-DYNA	ls971.R3.2.1	car2car	s	m	Redmond. WA	Daniel Ghidali	IBM/Microsoft	2010-05-28
8	68543	1	2	4	QDR InfiniBand	Intel i7 2700K	4	1600	Ci11T	Cent OS 5.5	ARD	HP-MPI	d	LS-DYNA	ls971.R4.2.1	car2car	s	m	NAGOYA,JAPAN	ARD		2012-01-18
2	69984	1	1	2	Infiniband (Topspin)	AMD Opteron 156 3.0 GHz	4	0	Sun Fire X2100	64-bit SUSE SLES 9 SP 3	Sun Microsystems	MVAPICH	d	LS-DYNA	mpp970_s_6763	3 Vehicle Collision	s	m	Menlo Park	Mike Burke	Sun Microsystems	2006-04-21
2	71881	1	1	2	Infiniband (Voltaire)	AMD Opteron 156 3.0 GHz	4	0	Sun Fire X2100	64-bit SUSE SLES 9 SP 3	Sun Microsystems	MVAPICH	d	LS-DYNA	mpp970_s_6763	3 Vehicle Collision	s	m	Menlo Park CA	Mike Burke	Sun Microsystems	2006-10-08
16	80029	1	4	4	InfiniBand	Intel Core 2 Extreme QX9650&#12288;	0	0	CA9658-4	Cent OS 5.1+	ARD	HP-MPI	d	LS-DYNA	Version ls971.7	car2car	s	m	Japan-Nagoya	ARD	ARD	2008-02-27
2	81810	2	1	1	Topspin InfiniBand	AMD Opteron 2.6 GHz DL145	4	0	Opteron CP4000	Red Hat 3.0	HP	HP-MPI	d	LS-DYNA	970.5434a	3 Vehicle Collision	s	m	High Performance Technical Computing Division	Yih-Yih Lin	HP	2005-08-25
12	82363	2	6	1	QDR IB	Intel® Xeon® Six Core X5670	2	1333	NEC LX system	RedHat5U4	NEC	Platform MPI 8.0.0	s	LS-DYNA	ls971.R3.2.1	car2car	s	m	Tokyo	Gregg Skinner	NEC	2010-11-01
4	84576	2	1	2	Voltaire InfiniBand	Intel Xeon 3.06GHz	2	266	RLX 3000ix ServerBlade	Red Hat Enterprise Linux 3 Update 3	RLX	MVAPICH	d	LS-DYNA	mpp970_5434	3 Vehicle Collision	s	m	Billerica, MA	Eric Dube	Voltaire	2004-12-21
12	89500	2	6	1	QDR IB	Intel® Xeon® Six Core X5670	2	1333	Intel SR1600UR system	Redhat5U3	Intel	Intel MPI 3.2.1	s	LS-DYNA	mpp971.s.R321	car2car	s	m	Dupont, WA	Nick Meng	Intel/SSG	2010-03-28
2	90271	2	1	1	Myrinet	AMD Opteron 2.4GHz DL145	4	0	Opteron CP4000	Red Hat 3.0	HP	HP-MPI	d	LS-DYNA	970.5434a	3 Vehicle Collision	s	m	High Performance Technical Computing Division	Yih-Yih Lin	HP	2005-07-28
